run_name,run_dir,model_family,encoder,train_mode,size_hw,epochs,batch,aug,aug_repeats,loss_name,val_loss,val_mIoU,test_loss,test_mIoU,train_time_sec,last_loss,last_val_loss,best_val_loss,best_val_loss_epoch,last_mIoU,last_val_mIoU,best_val_mIoU,best_val_mIoU_epoch,val_mIoU_tail_mean,val_mIoU_tail_std,last_lr,n_epochs_ran,best_model_path,pred_grid_png,loss_png,miou_png,score_main
UNET_SCRATCH_128x128_b8_aug1_rep1_ce_e10_seed42,/home/ui/PROJ9/out/experiments/UNET_SCRATCH_128x128_b8_aug1_rep1_ce_e10_seed42,unet,scratch,scratch,"(128, 128)",10.0,8,True,1,ce,0.4204734265804291,0.6043614149093628,0.3778952956199646,0.6309226751327515,2367.6531479358673,0.4205125570297241,0.4204734265804291,0.41864264011383057,8.0,0.5888954997062683,0.6043614149093628,0.6043614149093628,10.0,0.5835950970649719,0.014095175080001354,0.0010000000474974513,10.0,/home/ui/PROJ9/out/experiments/UNET_SCRATCH_128x128_b8_aug1_rep1_ce_e10_seed42/UNET_SCRATCH_128x128_b8_aug1_rep1_ce_e10_seed42.keras,/home/ui/PROJ9/out/experiments/UNET_SCRATCH_128x128_b8_aug1_rep1_ce_e10_seed42/pred_grid.png,/home/ui/PROJ9/out/experiments/UNET_SCRATCH_128x128_b8_aug1_rep1_ce_e10_seed42/loss.png,/home/ui/PROJ9/out/experiments/UNET_SCRATCH_128x128_b8_aug1_rep1_ce_e10_seed42/miou.png,0.6309226751327515
UNET_SCRATCH_256x256_b4_aug0_rep1_ce_e5_seed42,/home/ui/PROJ9/out/experiments/UNET_SCRATCH_256x256_b4_aug0_rep1_ce_e5_seed42,unet,scratch,scratch,"(256, 256)",5.0,4,False,1,ce,0.3452959954738617,0.64772629737854,0.31434258818626404,0.6710139513015747,1466.4445674419403,0.3018213212490082,0.37088218331336975,0.3452959954738617,4.0,0.6731981039047241,0.631090521812439,0.64772629737854,4.0,0.5928700566291809,0.04737111181020737,0.0010000000474974513,5.0,/home/ui/PROJ9/out/experiments/UNET_SCRATCH_256x256_b4_aug0_rep1_ce_e5_seed42/UNET_SCRATCH_256x256_b4_aug0_rep1_ce_e5_seed42.keras,/home/ui/PROJ9/out/experiments/UNET_SCRATCH_256x256_b4_aug0_rep1_ce_e5_seed42/pred_grid.png,/home/ui/PROJ9/out/experiments/UNET_SCRATCH_256x256_b4_aug0_rep1_ce_e5_seed42/loss.png,/home/ui/PROJ9/out/experiments/UNET_SCRATCH_256x256_b4_aug0_rep1_ce_e5_seed42/miou.png,0.6710139513015747
UNET_SCRATCH_256x256_b4_aug1_rep1_ce_dice_e10_seed42,/home/ui/PROJ9/out/experiments/UNET_SCRATCH_256x256_b4_aug1_rep1_ce_dice_e10_seed42,unet,scratch,scratch,"(256, 256)",10.0,4,True,1,ce_dice,0.5261054039001465,0.6593362092971802,0.47032541036605835,0.6814644932746887,2958.684038877487,0.5263623595237732,0.5261054039001465,0.5261054039001465,10.0,0.6502110958099365,0.6593362092971802,0.6593362092971802,10.0,0.6486878395080566,0.010604465380311012,0.0010000000474974513,10.0,/home/ui/PROJ9/out/experiments/UNET_SCRATCH_256x256_b4_aug1_rep1_ce_dice_e10_seed42/UNET_SCRATCH_256x256_b4_aug1_rep1_ce_dice_e10_seed42.keras,/home/ui/PROJ9/out/experiments/UNET_SCRATCH_256x256_b4_aug1_rep1_ce_dice_e10_seed42/pred_grid.png,/home/ui/PROJ9/out/experiments/UNET_SCRATCH_256x256_b4_aug1_rep1_ce_dice_e10_seed42/loss.png,/home/ui/PROJ9/out/experiments/UNET_SCRATCH_256x256_b4_aug1_rep1_ce_dice_e10_seed42/miou.png,0.6814644932746887
UNET_SCRATCH_256x256_b4_aug1_rep1_ce_dice_e40_seed42,/home/ui/PROJ9/out/experiments/UNET_SCRATCH_256x256_b4_aug1_rep1_ce_dice_e40_seed42,unet,scratch,scratch,"(256, 256)",40.0,4,True,1,ce_dice,0.3502121567726135,0.7538622617721558,0.3142503499984741,0.7718981504440308,11925.037594079971,0.3447926640510559,0.35718080401420593,0.3502121567726135,37.0,0.7511110305786133,0.7526562213897705,0.7538622617721558,37.0,0.7526122331619263,0.0010895263403654099,0.0002500000118743628,40.0,/home/ui/PROJ9/out/experiments/UNET_SCRATCH_256x256_b4_aug1_rep1_ce_dice_e40_seed42/UNET_SCRATCH_256x256_b4_aug1_rep1_ce_dice_e40_seed42.keras,/home/ui/PROJ9/out/experiments/UNET_SCRATCH_256x256_b4_aug1_rep1_ce_dice_e40_seed42/pred_grid.png,/home/ui/PROJ9/out/experiments/UNET_SCRATCH_256x256_b4_aug1_rep1_ce_dice_e40_seed42/loss.png,/home/ui/PROJ9/out/experiments/UNET_SCRATCH_256x256_b4_aug1_rep1_ce_dice_e40_seed42/miou.png,0.7718981504440308
UNET_SCRATCH_512x512_b1_aug1_ce_dice_e10_seed42,/home/ui/PROJ9/out/experiments/UNET_SCRATCH_512x512_b1_aug1_ce_dice_e10_seed42,unet,scratch,scratch,"(512, 512)",10.0,1,True,1,ce_dice,,,,,,,,,,,,,,,,,,,,,,
UNET_SCRATCH_512x512_b1_aug1_ce_dice_e20_seed42,/home/ui/PROJ9/out/experiments/UNET_SCRATCH_512x512_b1_aug1_ce_dice_e20_seed42,unet,scratch,scratch,"(512, 512)",20.0,1,True,1,ce_dice,0.5259243249893188,0.6930452585220337,0.5127303600311279,0.701268196105957,4694.715873479843,0.36414834856987,0.5865548253059387,0.5259243249893188,19.0,0.7617074251174927,0.6602919101715088,0.6930452585220337,19.0,0.672559380531311,0.015458058565855026,0.0002500000118743628,20.0,,/home/ui/PROJ9/out/experiments/UNET_SCRATCH_512x512_b1_aug1_ce_dice_e20_seed42/pred_grid.png,/home/ui/PROJ9/out/experiments/UNET_SCRATCH_512x512_b1_aug1_ce_dice_e20_seed42/loss.png,/home/ui/PROJ9/out/experiments/UNET_SCRATCH_512x512_b1_aug1_ce_dice_e20_seed42/miou.png,0.701268196105957
UNET_SCRATCH_512x512_b2_aug1_ce_dice_e10_seed42,/home/ui/PROJ9/out/experiments/UNET_SCRATCH_512x512_b2_aug1_ce_dice_e10_seed42,unet,scratch,scratch,"(512, 512)",10.0,2,True,1,ce_dice,,,,,,,,,,,,,,,,,,,,,,
UNET_SCRATCH_512x512_b4_aug0_ce_dice_e10_seed42,/home/ui/PROJ9/out/experiments/UNET_SCRATCH_512x512_b4_aug0_ce_dice_e10_seed42,unet,scratch,scratch,"(512, 512)",10.0,4,False,1,ce_dice,0.39543721079826355,0.7290469408035278,0.3548796772956848,0.7482746839523315,5295.170730113983,0.30974844098091125,0.4245769679546356,0.39543721079826355,8.0,0.7717335224151611,0.7141445279121399,0.7290469408035278,8.0,0.7018864750862122,0.01742038130760193,0.0003000000142492354,10.0,,/home/ui/PROJ9/out/experiments/UNET_SCRATCH_512x512_b4_aug0_ce_dice_e10_seed42/pred_grid.png,/home/ui/PROJ9/out/experiments/UNET_SCRATCH_512x512_b4_aug0_ce_dice_e10_seed42/loss.png,/home/ui/PROJ9/out/experiments/UNET_SCRATCH_512x512_b4_aug0_ce_dice_e10_seed42/miou.png,0.7482746839523315
UNET_SCRATCH_512x512_b4_aug1_ce_dice_e10_seed42,/home/ui/PROJ9/out/experiments/UNET_SCRATCH_512x512_b4_aug1_ce_dice_e10_seed42,unet,scratch,scratch,"(512, 512)",10.0,4,True,1,ce_dice,0.46411368250846863,0.6897104382514954,0.41874024271965027,0.7076982855796814,2547.8496391773224,0.4990319609642029,0.46411368250846863,0.46411368250846863,10.0,0.6678864359855652,0.6897104382514954,0.6897104382514954,10.0,0.6653987765312195,0.016800595447421074,0.0003000000142492354,10.0,,/home/ui/PROJ9/out/experiments/UNET_SCRATCH_512x512_b4_aug1_ce_dice_e10_seed42/pred_grid.png,/home/ui/PROJ9/out/experiments/UNET_SCRATCH_512x512_b4_aug1_ce_dice_e10_seed42/loss.png,/home/ui/PROJ9/out/experiments/UNET_SCRATCH_512x512_b4_aug1_ce_dice_e10_seed42/miou.png,0.7076982855796814
UNET_SCRATCH_512x512_b4_aug1_ce_dice_e20_seed42,/home/ui/PROJ9/out/experiments/UNET_SCRATCH_512x512_b4_aug1_ce_dice_e20_seed42,unet,scratch,scratch,"(512, 512)",20.0,4,True,1,ce_dice,0.38748079538345337,0.7364894151687622,0.3472789525985718,0.7538447380065918,4372.457033157349,0.40189212560653687,0.42549899220466614,0.38748079538345337,19.0,0.7233752012252808,0.7118263244628906,0.7364894151687622,19.0,0.7230304479598999,0.008370320312678814,0.0003000000142492354,20.0,,/home/ui/PROJ9/out/experiments/UNET_SCRATCH_512x512_b4_aug1_ce_dice_e20_seed42/pred_grid.png,/home/ui/PROJ9/out/experiments/UNET_SCRATCH_512x512_b4_aug1_ce_dice_e20_seed42/loss.png,/home/ui/PROJ9/out/experiments/UNET_SCRATCH_512x512_b4_aug1_ce_dice_e20_seed42/miou.png,0.7538447380065918
