epoch,learning_rate,loss,mIoU,val_loss,val_mIoU
0,0.0010000000474974513,0.7537088990211487,0.5323693752288818,0.5222007632255554,0.656415581703186
1,0.0010000000474974513,0.5865351557731628,0.6211111545562744,0.4656853675842285,0.6877127885818481
2,0.0010000000474974513,0.538831889629364,0.6479136347770691,0.44297507405281067,0.7007675766944885
3,0.0010000000474974513,0.5137098431587219,0.6610417366027832,0.4377763569355011,0.7029547691345215
4,0.0010000000474974513,0.4925769865512848,0.6704815626144409,0.42412763833999634,0.713158905506134
5,0.0010000000474974513,0.47875699400901794,0.6775835752487183,0.4056971073150635,0.7225136756896973
6,0.0010000000474974513,0.4666667580604553,0.683361291885376,0.4079841077327728,0.7192062139511108
7,0.0010000000474974513,0.4629192352294922,0.6869027614593506,0.3955577313899994,0.7289366722106934
8,0.0010000000474974513,0.43908414244651794,0.6991763114929199,0.39128321409225464,0.729712963104248
9,0.0010000000474974513,0.4279784560203552,0.7034947276115417,0.391615092754364,0.7288267612457275
10,0.0010000000474974513,0.424148827791214,0.705544650554657,0.3836310803890228,0.7358949184417725
11,0.0010000000474974513,0.4153081178665161,0.7115786075592041,0.38771018385887146,0.7365401387214661
12,0.0010000000474974513,0.41989365220069885,0.7088867425918579,0.37353670597076416,0.7420448064804077
13,0.0010000000474974513,0.42107391357421875,0.7079840898513794,0.3717442750930786,0.7413439750671387
14,0.0010000000474974513,0.41387611627578735,0.7128003835678101,0.39077475666999817,0.7331709265708923
15,0.0010000000474974513,0.4116601049900055,0.7160589694976807,0.3733844459056854,0.7392767667770386
16,0.0010000000474974513,0.39084500074386597,0.7235336899757385,0.369276225566864,0.7440445423126221
17,0.0010000000474974513,0.39203208684921265,0.7247786521911621,0.3695618808269501,0.7438048124313354
18,0.0010000000474974513,0.3832434415817261,0.7312871217727661,0.37451204657554626,0.7405996918678284
19,0.0010000000474974513,0.3829023838043213,0.7286165952682495,0.37500253319740295,0.7358202338218689
20,0.0010000000474974513,0.3806345462799072,0.7300927639007568,0.36347270011901855,0.7460913062095642
21,0.0010000000474974513,0.3663184940814972,0.7377378344535828,0.37169453501701355,0.7477825284004211
22,0.0010000000474974513,0.37724757194519043,0.7323468923568726,0.36766061186790466,0.749390721321106
23,0.0010000000474974513,0.3733637034893036,0.7339111566543579,0.3697027266025543,0.7471852898597717
24,0.0010000000474974513,0.3663286864757538,0.7388301491737366,0.3686984181404114,0.747146487236023
25,0.0010000000474974513,0.3705593943595886,0.7372750639915466,0.3733653128147125,0.7503262758255005
26,0.0010000000474974513,0.36207959055900574,0.7404974699020386,0.36237722635269165,0.7496256828308105
27,0.0010000000474974513,0.3514805734157562,0.7467553615570068,0.3624626398086548,0.7491887807846069
28,0.0010000000474974513,0.357876718044281,0.7422434687614441,0.37883028388023376,0.7487823367118835
29,0.0010000000474974513,0.3646717965602875,0.7381595373153687,0.36395248770713806,0.7479604482650757
30,0.0005000000237487257,0.3483406901359558,0.7464016675949097,0.35773876309394836,0.7551679611206055
31,0.0005000000237487257,0.3345414698123932,0.7535499334335327,0.35758012533187866,0.7553913593292236
32,0.0005000000237487257,0.33789166808128357,0.7514932155609131,0.3634570837020874,0.7534987926483154
33,0.0005000000237487257,0.33295679092407227,0.7566229104995728,0.35931387543678284,0.7569406032562256
34,0.0005000000237487257,0.33926719427108765,0.7517620921134949,0.36303186416625977,0.7549570798873901
35,0.0005000000237487257,0.33504486083984375,0.755215585231781,0.3605920374393463,0.756108820438385
36,0.0005000000237487257,0.3325467109680176,0.7564516067504883,0.3609273135662079,0.7562572360038757
37,0.0005000000237487257,0.3298916220664978,0.758746325969696,0.3611913025379181,0.7559520602226257
38,0.0002500000118743628,0.3267952501773834,0.7586851119995117,0.35883450508117676,0.7574674487113953
39,0.0002500000118743628,0.3180316984653473,0.7640796899795532,0.3566284775733948,0.7583297491073608
40,0.0002500000118743628,0.31981176137924194,0.7639716863632202,0.35902971029281616,0.7577479481697083
41,0.0002500000118743628,0.3133898675441742,0.7678641080856323,0.3610881268978119,0.7583893537521362
42,0.0002500000118743628,0.31080305576324463,0.7679135799407959,0.35937270522117615,0.7582169771194458
43,0.0002500000118743628,0.32150498032569885,0.7623881101608276,0.356267511844635,0.7585031390190125
44,0.0002500000118743628,0.32395923137664795,0.7607119679450989,0.36046352982521057,0.757547914981842
45,0.0002500000118743628,0.31837931275367737,0.7631540298461914,0.3613573908805847,0.7565165758132935
46,0.0002500000118743628,0.3149649500846863,0.7668758630752563,0.35752642154693604,0.7580907344818115
47,0.0002500000118743628,0.31475943326950073,0.7675799131393433,0.3593136966228485,0.7586208581924438
48,0.0002500000118743628,0.30898046493530273,0.7687976360321045,0.3606951832771301,0.7579987049102783
49,0.0002500000118743628,0.30978327989578247,0.7697259187698364,0.36352217197418213,0.7558853626251221
