epoch,learning_rate,loss,mIoU,val_loss,val_mIoU
0,0.0005000000237487257,0.7454274296760559,0.5455008745193481,0.5247542262077332,0.6466951966285706
1,0.0005000000237487257,0.6452577710151672,0.5886116027832031,0.5075894594192505,0.6551830768585205
2,0.0005000000237487257,0.62575763463974,0.5983965396881104,0.4964589774608612,0.6642870903015137
3,0.0005000000237487257,0.6125209927558899,0.6033889055252075,0.48960167169570923,0.6651304960250854
4,0.0005000000237487257,0.5977572798728943,0.6108213663101196,0.48036110401153564,0.6699062585830688
5,0.0005000000237487257,0.5930099487304688,0.6142190098762512,0.4813002943992615,0.6704970002174377
6,0.0005000000237487257,0.5918005704879761,0.612799882888794,0.475022554397583,0.67155921459198
7,0.0005000000237487257,0.5938442349433899,0.6114131808280945,0.470528781414032,0.6770368814468384
8,0.0005000000237487257,0.5979575514793396,0.610659122467041,0.4706552028656006,0.6752105951309204
9,0.0005000000237487257,0.5935212969779968,0.612896740436554,0.4714563488960266,0.6757161617279053
10,0.0005000000237487257,0.5796501636505127,0.6201063394546509,0.46691229939460754,0.67621248960495
11,0.0005000000237487257,0.5805762410163879,0.6205488443374634,0.4665723145008087,0.6773732900619507
12,0.0005000000237487257,0.5804604887962341,0.6181865334510803,0.4646834135055542,0.6794178485870361
13,0.0005000000237487257,0.5751916170120239,0.6230788230895996,0.46335527300834656,0.6781591176986694
14,0.0005000000237487257,0.5670462846755981,0.6260729432106018,0.463247686624527,0.678325355052948
15,0.0005000000237487257,0.5655402541160583,0.6249200105667114,0.4615447521209717,0.679629921913147
16,0.0005000000237487257,0.5671913623809814,0.6260206699371338,0.4618794620037079,0.6801630258560181
17,0.0005000000237487257,0.5707135796546936,0.6240234375,0.4630611836910248,0.679975688457489
18,0.0005000000237487257,0.5644493699073792,0.6286665201187134,0.4599045515060425,0.680280864238739
19,0.0005000000237487257,0.5696185231208801,0.6251611709594727,0.46246063709259033,0.6819332838058472
20,0.0005000000237487257,0.5704877972602844,0.6245419979095459,0.46144431829452515,0.6815342903137207
21,0.0005000000237487257,0.5709975957870483,0.6242892146110535,0.46309787034988403,0.6798445582389832
22,0.0005000000237487257,0.571986973285675,0.62398761510849,0.45899736881256104,0.682113528251648
23,0.0005000000237487257,0.5662722587585449,0.627358078956604,0.4596840441226959,0.68239426612854
24,0.0005000000237487257,0.5542071461677551,0.6344248056411743,0.4579411745071411,0.6823802590370178
25,0.0005000000237487257,0.5565446615219116,0.6317042708396912,0.45749136805534363,0.681922197341919
26,0.0005000000237487257,0.564564049243927,0.6274843811988831,0.4544634222984314,0.6849541664123535
27,0.0005000000237487257,0.5668417811393738,0.6274124979972839,0.45384281873703003,0.685985803604126
28,0.0005000000237487257,0.5568646192550659,0.6318156719207764,0.4592776894569397,0.6814306378364563
29,0.0005000000237487257,0.5446760654449463,0.6385575532913208,0.45217281579971313,0.6844945549964905
30,0.0005000000237487257,0.555118978023529,0.6332058906555176,0.4531248211860657,0.6859873533248901
31,0.0005000000237487257,0.5444326996803284,0.6381725072860718,0.4537316560745239,0.686514675617218
32,0.0005000000237487257,0.5579681396484375,0.6311420202255249,0.4585178792476654,0.6827297210693359
33,0.0005000000237487257,0.555658757686615,0.631452202796936,0.45520439743995667,0.6830480098724365
34,0.0005000000237487257,0.5572625994682312,0.6320782899856567,0.4555075764656067,0.6843748688697815
35,0.0005000000237487257,0.5544763207435608,0.6334105730056763,0.4551819860935211,0.6827253103256226
36,0.0002500000118743628,0.5512015223503113,0.6341907978057861,0.4500180780887604,0.6859060525894165
37,0.0002500000118743628,0.5534354448318481,0.6340681314468384,0.44809842109680176,0.6874066591262817
38,0.0002500000118743628,0.5564023852348328,0.6315741539001465,0.4511541724205017,0.686400294303894
39,0.0002500000118743628,0.5474133491516113,0.6356130838394165,0.4517726004123688,0.6861927509307861
40,0.0002500000118743628,0.53995281457901,0.638020396232605,0.4478316605091095,0.6872777938842773
41,0.0002500000118743628,0.5429934859275818,0.6373751163482666,0.4477256238460541,0.6869937181472778
42,0.0001250000059371814,0.5472351908683777,0.6362264156341553,0.4482792615890503,0.6867674589157104
43,0.0001250000059371814,0.5481619238853455,0.6357288360595703,0.44738566875457764,0.6867073774337769
44,0.0001250000059371814,0.5342897176742554,0.6399985551834106,0.44607672095298767,0.6885778307914734
45,0.0001250000059371814,0.5372127294540405,0.6395702362060547,0.4453951418399811,0.687710165977478
46,0.0001250000059371814,0.5413459539413452,0.6371625661849976,0.4464266002178192,0.6869999766349792
47,0.0001250000059371814,0.5377364754676819,0.6382424831390381,0.44583815336227417,0.6884795427322388
48,0.0001250000059371814,0.535664439201355,0.6408752202987671,0.4460512399673462,0.6889387369155884
49,0.0001250000059371814,0.535845160484314,0.6408367156982422,0.4470204710960388,0.6889883279800415
